,Cluster,Degree,Id,Label,Probability,Qid,Topic,clustering,modularity_class
9652,3.0,27.0,101447.0,Mars 2,0.0,Q247305,Geography.Regions.Asia.Asia*,0.717949,17.0
9653,3.0,27.0,101447.0,Mars 2,0.0,Q247305,Geography.Regions.Europe.Europe*,0.717949,17.0
9654,1.0,9.0,4820121.0,Records and statistics of the Rugby World Cup,0.9466066956520081,Q3497549,Culture.Sports,0.111111,12.0
9655,1.0,9.0,4820121.0,Records and statistics of the Rugby World Cup,0.0,Q3497549,Geography.Regions.Europe.Northern_Europe,0.111111,12.0
9656,1.0,9.0,4820121.0,Records and statistics of the Rugby World Cup,0.0,Q3497549,Geography.Regions.Europe.Europe*,0.111111,12.0
9657,20.0,2.0,4918773.0,Mayor of Taipei,1.0000100135803223,Q6310674,Culture.Biography.Biography*,1.0,18.0
9658,20.0,2.0,4918773.0,Mayor of Taipei,0.9972090721130371,Q6310674,History_and_Society.Society,1.0,18.0
9659,20.0,2.0,4918773.0,Mayor of Taipei,0.880807101726532,Q6310674,History_and_Society.Politics_and_government,1.0,18.0
9660,20.0,2.0,4918773.0,Mayor of Taipei,0.4963783493041992,Q6310674,Geography.Regions.Asia.East_Asia,1.0,18.0
9661,20.0,2.0,4918773.0,Mayor of Taipei,0.4853731861114502,Q6310674,Geography.Regions.Asia.Asia*,1.0,18.0
9662,3.0,2.0,3709241.0,USS Stockdale (DDG-106),0.9988405108451843,Q1465599,History_and_Society.Transportation,0.0,24.0
9663,3.0,2.0,3709241.0,USS Stockdale (DDG-106),0.994098961353302,Q1465599,History_and_Society.Military_and_warfare,0.0,24.0
9664,6.0,5.0,1908561.0,Karl August Wittfogel,0.9928885698318481,Q61082,Culture.Biography.Biography*,0.0,30.0
9665,6.0,5.0,1908561.0,Karl August Wittfogel,0.13297423720359802,Q61082,History_and_Society.Politics_and_government,0.0,30.0
9666,6.0,5.0,1908561.0,Karl August Wittfogel,0.1097157895565033,Q61082,History_and_Society.Society,0.0,30.0
9667,6.0,5.0,1908561.0,Karl August Wittfogel,0.0,Q61082,Geography.Regions.Europe.Europe*,0.0,30.0
9668,6.0,5.0,1908561.0,Karl August Wittfogel,0.0,Q61082,Geography.Regions.Europe.Western_Europe,0.0,30.0
9669,6.0,5.0,1908561.0,Karl August Wittfogel,0.0,Q61082,Geography.Regions.Americas.North_America,0.0,30.0
9670,3.0,3.0,68513.0,Surface science,0.9304682612419128,Q373184,STEM.STEM*,1.0,17.0
9671,3.0,3.0,68513.0,Surface science,0.40734341740608215,Q373184,STEM.Technology,1.0,17.0
9672,3.0,3.0,68513.0,Surface science,0.3629792034626007,Q373184,STEM.Physics,1.0,17.0
9673,3.0,3.0,68513.0,Surface science,0.20182321965694427,Q373184,STEM.Chemistry,1.0,17.0
9674,3.0,3.0,68513.0,Surface science,0.20182321965694427,Q373184,STEM.Medicine_&_Health,1.0,17.0
9675,3.0,3.0,68513.0,Surface science,0.1294127255678177,Q373184,Culture.Philosophy_and_religion,1.0,17.0
9676,3.0,3.0,68513.0,Surface science,0.1097157895565033,Q373184,STEM.Engineering,1.0,17.0
9677,0.0,3.0,2418655.0,Sebastian Janikowski,0.9946250915527344,Q2118434,Culture.Sports,0.0,19.0
9678,0.0,3.0,2418655.0,Sebastian Janikowski,0.9732507467269897,Q2118434,Culture.Biography.Biography*,0.0,19.0
9679,0.0,3.0,2418655.0,Sebastian Janikowski,0.0068218579292297354,Q2118434,Geography.Regions.Europe.Eastern_Europe,0.0,19.0
9680,0.0,3.0,2418655.0,Sebastian Janikowski,0.0,Q2118434,Geography.Regions.Europe.Europe*,0.0,19.0
9681,0.0,3.0,2418655.0,Sebastian Janikowski,0.0,Q2118434,Geography.Regions.Americas.North_America,0.0,19.0
9682,2.0,1.0,284969.0,Graeme Gibson,1.0000100135803223,Q9275354,Culture.Biography.Biography*,0.0,3.0
9683,2.0,1.0,284969.0,Graeme Gibson,0.41490885615348816,Q9275354,Culture.Literature,0.0,3.0
9684,2.0,1.0,284969.0,Graeme Gibson,0.20182321965694427,Q9275354,Culture.Media.Media*,0.0,3.0
9685,2.0,1.0,284969.0,Graeme Gibson,0.1732981950044632,Q9275354,Culture.Biography.Women,0.0,3.0
9686,2.0,1.0,284969.0,Graeme Gibson,0.0,Q9275354,Geography.Regions.Americas.North_America,0.0,3.0
9687,4.0,20.0,316201.0,Jon Favreau,0.999254584312439,Q295964,Culture.Biography.Biography*,0.410526,2.0
9688,4.0,20.0,316201.0,Jon Favreau,0.3276783227920532,Q295964,Culture.Media.Media*,0.410526,2.0
9689,4.0,20.0,316201.0,Jon Favreau,0.1067005917429924,Q295964,Culture.Media.Entertainment,0.410526,2.0
9690,4.0,20.0,316201.0,Jon Favreau,0.10088862478733063,Q295964,Culture.Literature,0.410526,2.0
9691,4.0,20.0,316201.0,Jon Favreau,0.08411114120483398,Q295964,Geography.Regions.Americas.North_America,0.410526,2.0
9692,4.0,20.0,316201.0,Jon Favreau,0.0,Q295964,Geography.Regions.Europe.Europe*,0.410526,2.0
9693,2.0,2.0,14203025.0,"Black, Manafort, Stone and Kelly",0.7248802781105042,Q4920048,History_and_Society.Business_and_economics,0.0,3.0
9694,2.0,2.0,14203025.0,"Black, Manafort, Stone and Kelly",0.546748161315918,Q4920048,History_and_Society.Education,0.0,3.0
9695,2.0,2.0,14203025.0,"Black, Manafort, Stone and Kelly",0.4225146472454071,Q4920048,History_and_Society.Politics_and_government,0.0,3.0
9696,2.0,2.0,14203025.0,"Black, Manafort, Stone and Kelly",0.24509501457214355,Q4920048,History_and_Society.Society,0.0,3.0
9697,2.0,2.0,14203025.0,"Black, Manafort, Stone and Kelly",0.16452647745609283,Q4920048,History_and_Society.History,0.0,3.0
9698,2.0,2.0,14203025.0,"Black, Manafort, Stone and Kelly",0.13661839067935944,Q4920048,Culture.Philosophy_and_religion,0.0,3.0
9699,2.0,2.0,14203025.0,"Black, Manafort, Stone and Kelly",0.1259327530860901,Q4920048,Culture.Media.Media*,0.0,3.0
9700,2.0,2.0,14203025.0,"Black, Manafort, Stone and Kelly",0.11597072333097458,Q4920048,Culture.Biography.Women,0.0,3.0
9701,2.0,2.0,14203025.0,"Black, Manafort, Stone and Kelly",0.1067005917429924,Q4920048,STEM.STEM*,0.0,3.0
9702,2.0,2.0,14203025.0,"Black, Manafort, Stone and Kelly",0.0,Q4920048,Geography.Regions.Americas.North_America,0.0,3.0
9703,8.0,2.0,17099977.0,Vincent Asaro,0.9905974268913269,Q7931655,Culture.Biography.Biography*,0.0,16.0
9704,8.0,2.0,17099977.0,Vincent Asaro,0.3276783227920532,Q7931655,History_and_Society.Politics_and_government,0.0,16.0
9705,8.0,2.0,17099977.0,Vincent Asaro,0.16027602553367615,Q7931655,Culture.Sports,0.0,16.0
9706,8.0,2.0,17099977.0,Vincent Asaro,0.0,Q7931655,Geography.Regions.Americas.North_America,0.0,16.0
9707,1.0,1.0,17004517.0,Kwame Ampadu,0.9980832934379578,Q6450066,Culture.Sports,0.0,11.0
9708,1.0,1.0,17004517.0,Kwame Ampadu,0.9814634323120117,Q6450066,Culture.Biography.Biography*,0.0,11.0
9709,1.0,1.0,17004517.0,Kwame Ampadu,0.16442059183120727,Q6450066,Geography.Regions.Europe.Europe*,0.0,11.0
9710,1.0,1.0,17004517.0,Kwame Ampadu,0.14323513412475586,Q6450066,Geography.Regions.Europe.Northern_Europe,0.0,11.0
9711,1.0,1.0,1433281.0,Dean Ashton,0.9989112615585327,Q342246,Culture.Biography.Biography*,0.0,0.0
9712,1.0,1.0,1433281.0,Dean Ashton,0.9978272914886475,Q342246,Culture.Sports,0.0,0.0
9713,1.0,1.0,1433281.0,Dean Ashton,0.09167657995223999,Q342246,Geography.Regions.Europe.Northern_Europe,0.0,0.0
9714,1.0,1.0,1433281.0,Dean Ashton,0.03021936321258545,Q342246,Geography.Regions.Europe.Europe*,0.0,0.0
9715,0.0,2.0,9041429.0,Michael Leckrone,0.9984121918678284,Q6832149,Culture.Biography.Biography*,1.0,19.0
9716,0.0,2.0,9041429.0,Michael Leckrone,0.8311530351638794,Q6832149,Culture.Media.Music,1.0,19.0
9717,0.0,2.0,9041429.0,Michael Leckrone,0.812877357006073,Q6832149,Culture.Media.Media*,1.0,19.0
9718,0.0,2.0,9041429.0,Michael Leckrone,0.2921159734725952,Q6832149,Geography.Regions.Americas.North_America,1.0,19.0
9719,4.0,2.0,3527105.0,Romeo Muller,0.9995066523551941,Q3441196,Culture.Biography.Biography*,1.0,2.0
9720,4.0,2.0,3527105.0,Romeo Muller,0.10088862478733063,Q3441196,Culture.Media.Media*,1.0,2.0
9721,4.0,2.0,3527105.0,Romeo Muller,0.0,Q3441196,Geography.Regions.Americas.North_America,1.0,2.0
9722,4.0,3.0,1501005.0,Michèle Morgan,0.9996055364608765,Q234897,Culture.Biography.Biography*,0.333333,2.0
9723,4.0,3.0,1501005.0,Michèle Morgan,0.8031837940216064,Q234897,Culture.Biography.Women,0.333333,2.0
9724,4.0,3.0,1501005.0,Michèle Morgan,0.5000100135803223,Q234897,History_and_Society.History,0.333333,2.0
9725,4.0,3.0,1501005.0,Michèle Morgan,0.41144620084762573,Q234897,Geography.Regions.Europe.Europe*,0.333333,2.0
9726,4.0,3.0,1501005.0,Michèle Morgan,0.3981314172744751,Q234897,Geography.Regions.Europe.Western_Europe,0.333333,2.0
9727,2.0,5.0,606651.0,Mel Ott,0.9996300339698792,Q726655,Culture.Biography.Biography*,0.2,21.0
9728,2.0,5.0,606651.0,Mel Ott,0.9965265989303589,Q726655,Culture.Sports,0.2,21.0
9729,2.0,5.0,606651.0,Mel Ott,0.4163126816749573,Q726655,Geography.Regions.Americas.North_America,0.2,21.0
9730,3.0,1.0,30462409.0,Diamondback (missile),0.998803436756134,Q5270986,History_and_Society.Military_and_warfare,0.0,15.0
9731,3.0,1.0,30462409.0,Diamondback (missile),0.6224693655967712,Q5270986,STEM.Technology,0.0,15.0
9732,3.0,1.0,30462409.0,Diamondback (missile),0.6150978803634644,Q5270986,STEM.STEM*,0.0,15.0
9733,3.0,1.0,30462409.0,Diamondback (missile),0.11597072333097458,Q5270986,STEM.Engineering,0.0,15.0
9734,0.0,8.0,23931937.0,Illinois–Northwestern football rivalry,0.9626831412315369,Q6484150,Culture.Sports,0.928571,19.0
9735,0.0,8.0,23931937.0,Illinois–Northwestern football rivalry,0.13604079389572143,Q6484150,Geography.Regions.Americas.North_America,0.928571,19.0
9736,13.0,3.0,35001917.0,S. Narayan,0.994098961353302,Q7387719,Culture.Biography.Biography*,0.666667,6.0
9737,13.0,3.0,35001917.0,S. Narayan,0.3624016513824463,Q7387719,Geography.Regions.Asia.South_Asia,0.666667,6.0
9738,13.0,3.0,35001917.0,S. Narayan,0.24217800998687744,Q7387719,Geography.Regions.Asia.Asia*,0.666667,6.0
9739,0.0,2.0,43567613.0,List of Arizona Wildcats head football coaches,1.0,Q17984935,Compilation.List_Disambig,0.0,19.0
9740,0.0,2.0,43567613.0,List of Arizona Wildcats head football coaches,0.26285186409950256,Q17984935,Culture.Biography.Biography*,0.0,19.0
9741,0.0,2.0,43567613.0,List of Arizona Wildcats head football coaches,0.1520422399044037,Q17984935,History_and_Society.Politics_and_government,0.0,19.0
9742,0.0,2.0,43567613.0,List of Arizona Wildcats head football coaches,0.1520422399044037,Q17984935,Culture.Sports,0.0,19.0
9743,0.0,2.0,43567613.0,List of Arizona Wildcats head football coaches,0.11280541121959686,Q17984935,History_and_Society.History,0.0,19.0
9744,0.0,2.0,43567613.0,List of Arizona Wildcats head football coaches,0.0,Q17984935,Geography.Regions.Europe.Europe*,0.0,19.0
9745,0.0,2.0,43567613.0,List of Arizona Wildcats head football coaches,0.0,Q17984935,Geography.Regions.Americas.North_America,0.0,19.0
9746,0.0,2.0,43567613.0,List of Arizona Wildcats head football coaches,0.0,Q17984935,Geography.Regions.Europe.Northern_Europe,0.0,19.0
9747,0.0,2.0,43567613.0,List of Arizona Wildcats head football coaches,0.0,Q17984935,Geography.Regions.Asia.Asia*,0.0,19.0
9748,0.0,5.0,44205977.0,Kentucky Wildcats football statistical leaders,0.998977780342102,Q18387748,Culture.Sports,0.4,19.0
9749,0.0,5.0,44205977.0,Kentucky Wildcats football statistical leaders,0.43713401460647583,Q18387748,Geography.Regions.Americas.North_America,0.4,19.0
9750,2.0,11.0,94763.0,"Perry County, Mississippi",0.9808859825134277,Q490219,Geography.Regions.Americas.North_America,0.963636,3.0
9751,1.0,2.0,4112069.0,Adam Hammill,1.0000100135803223,Q265778,Culture.Biography.Biography*,0.0,0.0
9752,1.0,2.0,4112069.0,Adam Hammill,1.0000100135803223,Q265778,Culture.Sports,0.0,0.0
9753,1.0,2.0,4112069.0,Adam Hammill,0.35867373847961426,Q265778,Geography.Regions.Europe.Northern_Europe,0.0,0.0
9754,1.0,2.0,4112069.0,Adam Hammill,0.3509628047943115,Q265778,Geography.Regions.Europe.Europe*,0.0,0.0
9755,4.0,7.0,589885.0,Margaret Hamilton (actress),0.9993433356285095,Q257756,Culture.Biography.Biography*,0.047619,4.0
9756,4.0,7.0,589885.0,Margaret Hamilton (actress),0.6513648629188538,Q257756,Culture.Biography.Women,0.047619,4.0
9757,4.0,7.0,589885.0,Margaret Hamilton (actress),0.3301530351638794,Q257756,Geography.Regions.Americas.North_America,0.047619,4.0
9758,4.0,7.0,589885.0,Margaret Hamilton (actress),0.1732981950044632,Q257756,History_and_Society.History,0.047619,4.0
9759,5.0,6.0,24587347.0,Las Vegas Invitational (basketball),0.9344051480293274,Q9020558,Culture.Sports,0.266667,6.0
9760,5.0,6.0,24587347.0,Las Vegas Invitational (basketball),0.0,Q9020558,Geography.Regions.Americas.North_America,0.266667,6.0
9761,0.0,9.0,8666823.0,List of Washington Huskies starting quarterbacks,1.0,Q6603796,Compilation.List_Disambig,0.527778,19.0
9762,0.0,9.0,8666823.0,List of Washington Huskies starting quarterbacks,0.20690405368804932,Q6603796,Culture.Sports,0.527778,19.0
9763,0.0,9.0,8666823.0,List of Washington Huskies starting quarterbacks,0.15036486291885376,Q6603796,Geography.Regions.Americas.North_America,0.527778,19.0
9764,0.0,9.0,8666823.0,List of Washington Huskies starting quarterbacks,0.14034625887870789,Q6603796,STEM.STEM*,0.527778,19.0
9765,0.0,9.0,8666823.0,List of Washington Huskies starting quarterbacks,0.13297423720359802,Q6603796,History_and_Society.Politics_and_government,0.527778,19.0
9766,0.0,9.0,8666823.0,List of Washington Huskies starting quarterbacks,0.12253321707248688,Q6603796,Culture.Media.Media*,0.527778,19.0
9767,0.0,9.0,8666823.0,List of Washington Huskies starting quarterbacks,0.1097157895565033,Q6603796,History_and_Society.Military_and_warfare,0.527778,19.0
9768,0.0,3.0,51131969.0,Shane Buechele,0.9942797422409058,Q26702689,Culture.Sports,0.333333,19.0
9769,0.0,3.0,51131969.0,Shane Buechele,0.9867871999740601,Q26702689,Culture.Biography.Biography*,0.333333,19.0
9770,0.0,3.0,51131969.0,Shane Buechele,0.0,Q26702689,Geography.Regions.Americas.North_America,0.333333,19.0
9771,19.0,5.0,59235055.0,The Final Table,0.9732507467269897,Q59242661,Culture.Media.Television,0.5,25.0
9772,19.0,5.0,59235055.0,The Final Table,0.9724247455596924,Q59242661,Culture.Media.Media*,0.5,25.0
9773,19.0,5.0,59235055.0,The Final Table,0.0,Q59242661,Geography.Regions.Americas.North_America,0.5,25.0
9774,9.0,23.0,8897645.0,Jarawas (Andaman Islands),0.49467848443984985,Q651164,Geography.Regions.Asia.South_Asia,0.505929,5.0
9775,9.0,23.0,8897645.0,Jarawas (Andaman Islands),0.4853731861114502,Q651164,Geography.Regions.Asia.Asia*,0.505929,5.0
9776,4.0,3.0,39962015.0,Jon Favreau filmography,0.9648651480674744,Q17089603,Culture.Media.Films,1.0,2.0
9777,4.0,3.0,39962015.0,Jon Favreau filmography,0.9591643214225769,Q17089603,Culture.Media.Media*,1.0,2.0
9778,4.0,3.0,39962015.0,Jon Favreau filmography,0.0,Q17089603,Geography.Regions.Asia.Asia*,1.0,2.0
9779,4.0,3.0,39962015.0,Jon Favreau filmography,0.0,Q17089603,Geography.Regions.Asia.South_Asia,1.0,2.0
9780,0.0,8.0,3007157.0,LaVell Edwards,1.0000100135803223,Q6460957,Culture.Sports,0.428571,19.0
9781,0.0,8.0,3007157.0,LaVell Edwards,1.0000100135803223,Q6460957,Culture.Biography.Biography*,0.428571,19.0
9782,0.0,8.0,3007157.0,LaVell Edwards,0.11597072333097458,Q6460957,History_and_Society.Education,0.428571,19.0
9783,0.0,8.0,3007157.0,LaVell Edwards,0.03021936321258545,Q6460957,Geography.Regions.Americas.North_America,0.428571,19.0
9784,1.0,5.0,3485361.0,Paulo Bento,0.9970290064811707,Q316733,Culture.Sports,0.2,11.0
9785,1.0,5.0,3485361.0,Paulo Bento,0.9942797422409058,Q316733,Culture.Biography.Biography*,0.2,11.0
9786,1.0,5.0,3485361.0,Paulo Bento,0.40366052293777466,Q316733,Geography.Regions.Europe.Europe*,0.2,11.0
9787,1.0,5.0,3485361.0,Paulo Bento,0.379807101726532,Q316733,Geography.Regions.Europe.Southern_Europe,0.2,11.0
9788,0.0,6.0,46601029.0,Cincinnati Bengals Radio Network,0.38492217659950256,Q19864728,Culture.Media.Media*,0.4,19.0
9789,0.0,6.0,46601029.0,Cincinnati Bengals Radio Network,0.30707721614837646,Q19864728,Geography.Regions.Americas.North_America,0.4,19.0
9790,0.0,6.0,46601029.0,Cincinnati Bengals Radio Network,0.16886694729328156,Q19864728,Culture.Media.Radio,0.4,19.0
9791,0.0,6.0,46601029.0,Cincinnati Bengals Radio Network,0.16027602553367615,Q19864728,Culture.Media.Television,0.4,19.0
9792,0.0,6.0,46601029.0,Cincinnati Bengals Radio Network,0.1067005917429924,Q19864728,History_and_Society.Business_and_economics,0.4,19.0
9793,0.0,4.0,1332343.0,Chuck Cecil,1.0000100135803223,Q5115397,Culture.Sports,0.5,19.0
9794,0.0,4.0,1332343.0,Chuck Cecil,0.9995794296264648,Q5115397,Culture.Biography.Biography*,0.5,19.0
9795,0.0,4.0,1332343.0,Chuck Cecil,0.23616819286346435,Q5115397,Geography.Regions.Americas.North_America,0.5,19.0
9796,2.0,1.0,39947753.0,Dilson Herrera,0.9991269707679749,Q15051108,Culture.Biography.Biography*,0.0,21.0
9797,2.0,1.0,39947753.0,Dilson Herrera,0.9983615279197693,Q15051108,Culture.Sports,0.0,21.0
9798,2.0,1.0,39947753.0,Dilson Herrera,0.338743971824646,Q15051108,Geography.Regions.Americas.South_America,0.0,21.0
9799,2.0,1.0,39947753.0,Dilson Herrera,0.0,Q15051108,Geography.Regions.Americas.North_America,0.0,21.0
9800,2.0,1.0,39947753.0,Dilson Herrera,0.0,Q15051108,Geography.Regions.Americas.Central_America,0.0,21.0
9801,2.0,3.0,59085421.0,2018 Melon Music Awards,0.348655104637146,Q60527763,Culture.Media.Media*,0.0,3.0
9802,2.0,3.0,59085421.0,2018 Melon Music Awards,0.33459946513175964,Q60527763,Culture.Media.Films,0.0,3.0
9803,2.0,3.0,59085421.0,2018 Melon Music Awards,0.3140605390071869,Q60527763,History_and_Society.Society,0.0,3.0
9804,2.0,3.0,59085421.0,2018 Melon Music Awards,0.0,Q60527763,Geography.Regions.Europe.Europe*,0.0,3.0
9805,2.0,3.0,59085421.0,2018 Melon Music Awards,0.0,Q60527763,Geography.Regions.Americas.North_America,0.0,3.0
9806,2.0,3.0,59085421.0,2018 Melon Music Awards,0.0,Q60527763,Geography.Regions.Asia.Asia*,0.0,3.0
9807,2.0,3.0,59085421.0,2018 Melon Music Awards,0.0,Q60527763,Geography.Regions.Europe.Northern_Europe,0.0,3.0
9808,3.0,19.0,57997031.0,Macedonia in the Junior Eurovision Song Contest 2018,0.3775506913661957,Q56274739,History_and_Society.Military_and_warfare,0.883041,13.0
9809,3.0,19.0,57997031.0,Macedonia in the Junior Eurovision Song Contest 2018,0.3702353835105896,Q56274739,Culture.Media.Media*,0.883041,13.0
9810,3.0,19.0,57997031.0,Macedonia in the Junior Eurovision Song Contest 2018,0.348655104637146,Q56274739,Culture.Visual_arts.Visual_arts*,0.883041,13.0
9811,3.0,19.0,57997031.0,Macedonia in the Junior Eurovision Song Contest 2018,0.26285186409950256,Q56274739,Culture.Media.Television,0.883041,13.0
9812,3.0,19.0,57997031.0,Macedonia in the Junior Eurovision Song Contest 2018,0.1824355274438858,Q56274739,Culture.Visual_arts.Fashion,0.883041,13.0
9813,3.0,19.0,57997031.0,Macedonia in the Junior Eurovision Song Contest 2018,0.0,Q56274739,Geography.Regions.Asia.Asia*,0.883041,13.0
9814,3.0,19.0,57997031.0,Macedonia in the Junior Eurovision Song Contest 2018,0.0,Q56274739,Geography.Regions.Asia.Southeast_Asia,0.883041,13.0
9815,3.0,19.0,57997031.0,Macedonia in the Junior Eurovision Song Contest 2018,0.0,Q56274739,Geography.Regions.Europe.Europe*,0.883041,13.0
9816,3.0,19.0,57997031.0,Macedonia in the Junior Eurovision Song Contest 2018,0.0,Q56274739,Geography.Regions.Americas.Central_America,0.883041,13.0
9817,0.0,3.0,2526069.0,Miracle at the Meadowlands,0.9304682612419128,Q6872462,Culture.Sports,0.666667,19.0
9818,0.0,3.0,2526069.0,Miracle at the Meadowlands,0.09167657995223999,Q6872462,Geography.Regions.Americas.North_America,0.666667,19.0
9819,1.0,4.0,36833601.0,Jake Ball (rugby union),0.9963027834892273,Q6124556,Culture.Biography.Biography*,0.333333,12.0
9820,1.0,4.0,36833601.0,Jake Ball (rugby union),0.8706072568893433,Q6124556,Culture.Sports,0.333333,12.0
9821,2.0,28.0,42349531.0,List of awards and nominations received by SpongeBob SquarePants,1.0,Q16168218,Compilation.List_Disambig,0.666667,28.0
9822,2.0,28.0,42349531.0,List of awards and nominations received by SpongeBob SquarePants,0.7663036584854126,Q16168218,History_and_Society.Society,0.666667,28.0
9823,2.0,28.0,42349531.0,List of awards and nominations received by SpongeBob SquarePants,0.4765896201133728,Q16168218,Culture.Media.Media*,0.666667,28.0
9824,2.0,28.0,42349531.0,List of awards and nominations received by SpongeBob SquarePants,0.21207880973815918,Q16168218,Culture.Media.Films,0.666667,28.0
9825,2.0,28.0,42349531.0,List of awards and nominations received by SpongeBob SquarePants,0.19194278120994568,Q16168218,Culture.Media.Music,0.666667,28.0
9826,2.0,28.0,42349531.0,List of awards and nominations received by SpongeBob SquarePants,0.16452647745609283,Q16168218,Culture.Literature,0.666667,28.0
9827,2.0,28.0,42349531.0,List of awards and nominations received by SpongeBob SquarePants,0.1097157895565033,Q16168218,Culture.Media.Television,0.666667,28.0
9828,0.0,9.0,12468495.0,Halas Hall,0.9648651480674744,Q14687518,Geography.Regions.Americas.North_America,0.972222,19.0
9829,0.0,9.0,12468495.0,Halas Hall,0.5544804334640503,Q14687518,Culture.Sports,0.972222,19.0
9830,0.0,7.0,38182167.0,2013 Texas Tech Red Raiders football team,0.9991269707679749,Q4629920,Culture.Sports,0.190476,19.0
9831,0.0,7.0,38182167.0,2013 Texas Tech Red Raiders football team,0.4501522054672241,Q4629920,Geography.Regions.Americas.North_America,0.190476,19.0
9832,2.0,3.0,2710467.0,Cornerstone Group,0.6791887283325195,Q5171675,History_and_Society.Business_and_economics,0.333333,1.0
9833,2.0,3.0,2710467.0,Cornerstone Group,0.33459946513175964,Q5171675,History_and_Society.Education,0.333333,1.0
9834,2.0,3.0,2710467.0,Cornerstone Group,0.16886694729328156,Q5171675,History_and_Society.Politics_and_government,0.333333,1.0
9835,2.0,3.0,2710467.0,Cornerstone Group,0.15742753648757934,Q5171675,Geography.Regions.Europe.Europe*,0.333333,1.0
9836,2.0,3.0,2710467.0,Cornerstone Group,0.1259327530860901,Q5171675,STEM.STEM*,0.333333,1.0
9837,2.0,3.0,2710467.0,Cornerstone Group,0.09919838809967041,Q5171675,Geography.Regions.Europe.Northern_Europe,0.333333,1.0
9838,3.0,2.0,26125779.0,Hair ice,0.9381340146064758,Q20725213,STEM.STEM*,1.0,17.0
9839,3.0,2.0,26125779.0,Hair ice,0.8840492963790894,Q20725213,STEM.Earth_and_environment,1.0,17.0
9840,3.0,2.0,26125779.0,Hair ice,0.11280541121959686,Q20725213,STEM.Space,1.0,17.0
9841,3.0,2.0,26125779.0,Hair ice,0.0,Q20725213,Geography.Geographical,1.0,17.0
9842,9.0,30.0,1338249.0,Andamanese,0.5078218579292297,Q489936,History_and_Society.Society,0.4,5.0
9843,9.0,30.0,1338249.0,Andamanese,0.1968362182378769,Q489936,Culture.Biography.Biography*,0.4,5.0
9844,9.0,30.0,1338249.0,Andamanese,0.1824355274438858,Q489936,History_and_Society.History,0.4,5.0
9845,9.0,30.0,1338249.0,Andamanese,0.0,Q489936,Geography.Regions.Asia.Asia*,0.4,5.0
9846,9.0,30.0,1338249.0,Andamanese,0.0,Q489936,Geography.Regions.Europe.Europe*,0.4,5.0
9847,9.0,30.0,1338249.0,Andamanese,0.0,Q489936,Geography.Regions.Asia.West_Asia,0.4,5.0
9848,9.0,30.0,1338249.0,Andamanese,0.0,Q489936,Geography.Regions.Europe.Eastern_Europe,0.4,5.0
9849,9.0,30.0,1338249.0,Andamanese,0.0,Q489936,Geography.Regions.Europe.Western_Europe,0.4,5.0
9850,9.0,30.0,1338249.0,Andamanese,0.0,Q489936,Geography.Regions.Europe.Southern_Europe,0.4,5.0
9851,9.0,30.0,1338249.0,Andamanese,0.0,Q489936,Geography.Regions.Americas.North_America,0.4,5.0
9852,2.0,1.0,59942751.0,Happy Face Entertainment,0.8962613940238953,Q15154003,Culture.Media.Music,0.0,3.0
9853,2.0,1.0,59942751.0,Happy Face Entertainment,0.8774868249893188,Q15154003,Culture.Media.Media*,0.0,3.0
9854,2.0,1.0,59942751.0,Happy Face Entertainment,0.6224693655967712,Q15154003,History_and_Society.Business_and_economics,0.0,3.0
9855,2.0,1.0,59942751.0,Happy Face Entertainment,0.4753205647468567,Q15154003,Geography.Regions.Asia.East_Asia,0.0,3.0
9856,2.0,1.0,59942751.0,Happy Face Entertainment,0.4501522054672241,Q15154003,Geography.Regions.Asia.Asia*,0.0,3.0
9857,0.0,5.0,9076741.0,Bruce Arians,1.0000100135803223,Q4046340,Culture.Sports,0.0,19.0
9858,0.0,5.0,9076741.0,Bruce Arians,0.9987257122993469,Q4046340,Culture.Biography.Biography*,0.0,19.0
9859,0.0,5.0,9076741.0,Bruce Arians,0.03021936321258545,Q4046340,Geography.Regions.Americas.North_America,0.0,19.0
9860,0.0,4.0,33493095.0,Paper Lion (film),0.9748311638832092,Q2050710,Culture.Media.Media*,1.0,19.0
9861,0.0,4.0,33493095.0,Paper Lion (film),0.9615437984466553,Q2050710,Culture.Media.Films,1.0,19.0
9862,0.0,4.0,33493095.0,Paper Lion (film),0.0,Q2050710,Geography.Regions.Americas.North_America,1.0,19.0
9863,0.0,6.0,55960623.0,2018 Outback Bowl,0.9466066956520081,Q47009580,Culture.Sports,0.2,19.0
9864,0.0,6.0,55960623.0,2018 Outback Bowl,0.0,Q47009580,Geography.Regions.Americas.North_America,0.2,19.0
9865,1.0,5.0,18929749.0,History of rugby union matches between New Zealand and Wales,1.0,Q3094800,Compilation.List_Disambig,0.5,12.0
9866,1.0,5.0,18929749.0,History of rugby union matches between New Zealand and Wales,0.8962613940238953,Q3094800,Culture.Sports,0.5,12.0
9867,1.0,5.0,18929749.0,History of rugby union matches between New Zealand and Wales,0.49901001358032226,Q3094800,Geography.Regions.Oceania,0.5,12.0
9868,7.0,3.0,2274079.0,Harry Oakes,0.994098961353302,Q5671351,Culture.Biography.Biography*,0.333333,23.0
9869,7.0,3.0,2274079.0,Harry Oakes,0.11921291798353195,Q5671351,History_and_Society.Politics_and_government,0.333333,23.0
